,created_at,description,friends_count,id,lang,location,name,screen_name,text,time_zone,verified
449,Wed Sep 23 15:45:32 +0000 2015,,452.0,6.467120072159846e+17,es,madrid  españa,raquel arias,kelines3,un investigador avisó del fraude de las emisiones de   hace un año ,athens,186.0
450,Wed Sep 23 15:45:32 +0000 2015,parte de @todomorbo corporation. @todomorbonews  @todomorbosports  @todomorboporno  @todomorboshow  @todomorboagro  @todomorboeconom,12.0,6.467120071445504e+17,es,,Todo Morbo Economia,TodoMorboEconom,renunció el presidente de   tras el escándalo por emisiones de gases ,,199.0
451,Wed Sep 23 15:45:32 +0000 2015,cacereña  pero actualmente viviendo en madrid,227.0,6.46712009078104e+17,es,madrid,Tamara Rufo,TamaraRufo,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” ,madrid,441.0
452,Wed Sep 23 15:45:33 +0000 2015,cuenta oficial de información económica del diario la nacion  con todas las noticias y posteos personalizados,205.0,6.467120102357074e+17,es,buenos aires,La Nación - Economía,LNeconomia,renunció el presidente de   tras el escándalo por emisiones de gases ,buenos aires,34016.0
453,Wed Sep 23 15:45:33 +0000 2015,consultoría de comunicación corporativa  financiera  estratégica y de crisis.,221.0,6.467120111502459e+17,es,madrid,Dédalo Comunicación,DedaloCom,eeuu inicia la vía penal y obligue a   a provisionar 6500 millones vía clavesdédalo,madrid,219.0
454,Wed Sep 23 15:45:33 +0000 2015,noticias en tiempos modernos.,0.0,6.46712013016535e+17,es,argentina,Buenos Aires Post,bairespost,renunció el presidente de   tras el escándalo por emisiones de gases: via ,buenos aires,289.0
455,Wed Sep 23 15:45:34 +0000 2015,entrepreneur. #socialmedia. analista de redes sociales junior y un entusiasta de las nuevas formas de comunicación.,186.0,6.467120155247698e+17,es,argentina,Simón Uslenghi,uslensi,renunció el presidente de   tras el escándalo por emisiones de gases ,buenos aires,181.0
456,Wed Sep 23 15:45:34 +0000 2015,iniciativa ciudadana,522.0,6.467120160911073e+17,es,las pedroñeras,Podemos Pedroñeras ,PodemosElLugar,"el escándalo de   toma una dimensión mundial francia pide una investigación ""a escala europea"" mientras c… ",madrid,1552.0
457,Wed Sep 23 15:45:35 +0000 2015,la probabilidad de perder en la lucha no debe disuadirnos de apoyar una causa que creemos que es justa. abraham lincoln,827.0,6.467120185152922e+17,es,argentina ,RCF ,rculzonifox,renunció el presidente de   tras el escándalo por emisiones de gases ,buenos aires,776.0
458,Wed Sep 23 15:45:35 +0000 2015,somos una empresa perteneciente a @oemenlinea  una de las empresas más grandes de américa latina. cuenta oficial @elsoldecuautla,272.0,6.467120199749509e+17,es,,El Sol de Cuautla,ElSoldeCuautla,finanzas  abre investigación fiscalía alemana sobre motores trucados de   ,,89.0
459,Wed Sep 23 15:45:36 +0000 2015,publicista y rr.pp. amante del marketing  publicidad  fotografía  diseño  social media..y más.,333.0,6.467120219085046e+17,es,málaga,elisa lora,elilorege,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” ,hawaii,347.0
460,Wed Sep 23 15:45:36 +0000 2015,una recopilación de las mejores #noticias de los diarios argentinos minuto a minuto: #politica  #economia  #deportes  #farandula  #sociedad  #tecnologia y más.,2076.0,6.467120219504271e+17,es,buenos aires,Noticias Argentina,tuitArgentina,renunció el presidente de   tras el escándalo por emisiones de gases ,,2692.0
461,Wed Sep 23 15:45:36 +0000 2015,informando sobre #noticias de latinomérica: #politica  #economia  #deportes  #sociedad   #espectaculos  #actualidas  #educación y más.,629.0,6.467120229612913e+17,es,latinoamérica,Noticias Latinas,tuitLatam,argentina renunció el presidente de   tras el escándalo por emisiones de gases lanacion,eastern time (us & canada),447.0
462,Wed Sep 23 15:45:36 +0000 2015,directora rr.hh y comercial en @civiredsl. actualmente implementando proyectos con tecnología #ibeacon #,183.0,6.467120257337303e+17,es,valencia,Maria Rizo,mperiguell,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio”: los ojos han esta ,,76.0
463,Wed Sep 23 15:45:37 +0000 2015,periodista de economía en la agencia efe. escribo sobre construcción  inmobiliario y todo lo que cae. esto es personal,549.0,6.467120264342692e+17,es,madrid,CORA SERRANO,coraserrano,dimite el presidente ejecutivo del grupo   main winterkorn el viernes se conocerá su sustituto suena el de porche,,1108.0
464,Wed Sep 23 15:45:37 +0000 2015,el cosmos esta formado por concordancias y oposiciones que basta poner en juego  cuando queremos actuar y comprender.,1113.0,6.467120278645473e+17,es,españa,Ramón ,MonVedra,  admite 11 millones de vehículos con las emisiones trucadas vía ,athens,744.0
465,Wed Sep 23 15:45:38 +0000 2015,toda la prensa #argentina minuto a minuto: #noticias  #politica  #economia  #deportes  #sociedad  #farandula  #futbol y mas.,2004.0,6.467120304103752e+17,es,argentina,Argentina al Día,NotiArgentinas,renunció el presidente de   tras el escándalo por emisiones de gases: economia,,1663.0
466,Wed Sep 23 15:45:38 +0000 2015,viajar es maravilloso y divertido.,8117.0,6.46712033304449e+17,es,españa,Maria Luz,viajandoperdido,renunció el presidente de   tras el escándalo por emisiones de gases: ,,7611.0
467,Wed Sep 23 15:45:38 +0000 2015,vulco es el médico de cabecera de tu vehículo. conduce seguro y ahorra en su mantenimiento. síguenos y te explicamos cómo ;-) #seguridadvial #coche #ahorro,445.0,6.46712033770111e+17,es,encuentra tu taller,Vulco España,Vulco_Talleres,cómo lograba   hacer trampas en las pruebas a sus coches ,madrid,1165.0
468,Wed Sep 23 15:45:39 +0000 2015,consultora de ingenieros especialistas en marketing digital  redes sociales  sistemas  telecomunicaciones  campañas de alto impacto y posicionamiento web.,2191.0,6.467120384214794e+17,es,maracay - aragua - venezuela.,Social Media Time ,Time_Social,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio”: los ojos han esta ,caracas,2091.0
469,Wed Sep 23 15:45:41 +0000 2015,escribo libros sobre gestión empresarial  equipos  etc. que puedes encontrar en amazon. vender es mi pasión. red bull corre por mis venas.,42480.0,6.467120440125768e+17,es,españa  spain,Francisco Hurtado,keep_going_hard,el escándalo de   crece y afecta ya a 11 millones de vehículos ,,55072.0
470,Wed Sep 23 15:45:42 +0000 2015,info sobre negocios  economía y medios digitales en chile y américa latina.,39.0,6.467120491378811e+17,es,chile,DatoNegocios,DatoNegocios,presidente de   presentó su renuncia tras reconocer   ,santiago,3512.0
471,Wed Sep 23 15:45:43 +0000 2015,la creatividad nunca debe estar limitada por un brief. no pierdas detalles de nuestros post  visita: https://www.facebook.com/somospik,956.0,6.467120554000384e+17,es,caracas,Pik,SomosPik,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” ,,417.0
472,Wed Sep 23 15:45:45 +0000 2015,soy #socialmedia en @internet_mind  #communitymanager freelance. me gusta #viajar  el #deporte  hago #triatlón  seguidor del @villarrealcf  ciudadano del mundo.,953.0,6.467120633985761e+17,es,vila-real,AlexSaporta SM,alexsaporta,desde primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” ,madrid,1469.0
473,Wed Sep 23 15:45:46 +0000 2015,llevamos a las manos de los líderes mexicanos la información que determina el rumbo del país.,205.0,6.467120659906519e+17,es,méxico,Sexenio,SexenioMX,cae la primera cabeza por el fraude de  gate ,mexico city,1817618.0
474,Wed Sep 23 15:45:49 +0000 2015,apasionado de la tecnología  marketing online  web y diseño. crítico del buen gusto y usabilidad :),285.0,6.467120767531786e+17,es,buenos aires  argentina,Sebastián Tavella,sebastavella,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio”: los ojos han esta ,buenos aires,153.0
475,Wed Sep 23 15:45:50 +0000 2015,economista  en desarrollo de negocios digitales desde 1999  coautor de la economía a la intemperie y #ciudadanos deconstruyendo a albert rivera (deusto  2015),922.0,6.467120822017393e+17,es,madrid,Andrés González,1976andresg,estando en ha llegado la dimisión del ceo de   y nos la ha contado ,madrid,2309.0
476,Wed Sep 23 15:45:51 +0000 2015,enfermero especialista en salud mental  máster en ciencias enfermeras.,323.0,6.467120854900449e+17,es,,Jorge Edeso Hedo,edesojorge,quien dice glucemias dice tensiones también ,,106.0
477,Wed Sep 23 15:45:53 +0000 2015,sigue la información al minuto en el canal 24 horas y en http://www.rtve.es/noticias,71.0,6.467120962778563e+17,es,,24h,24h_tve,ampliación dimite el consejero delegado de   tras el escándalo de manipulación de las emisiones en eeuu ,madrid,618465.0
478,Wed Sep 23 15:45:54 +0000 2015,mmanagers cubre las necesidades de las personas y las empresas en aspectos como internet marketing  formación  networking  servicios premium  informática..,957.0,6.467120983035781e+17,es,barcelona (españa),mmanagers,MManagers,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio”: los ojos han esta ,athens,617.0
479,Wed Sep 23 15:45:54 +0000 2015,fuente de noticias. cubrimos lo que pasa en españa y el resto del mundo.,42.0,6.467121012563436e+17,es,españa,La Verdad 24 España,LaVerdad24ES,dimite el consejero delegado de   main winterkorn por el escándalo de las emisiones ,caracas,9492.0
480,Wed Sep 23 15:45:55 +0000 2015,|| canonista de corazón || fotografía&video profesional altadefinición hd . . . .-mcy_vzla-.    ((sigueme y enterate de diversas informaciónes artísticas)),714.0,6.4671210191906e+17,es,maracay venezuela,JuanchOx,Jch0x,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” ,,184.0
481,Wed Sep 23 15:45:55 +0000 2015,somos el primer canal de noticias 24 horas en colombia. ¡estamos en la noticia! facebook (http://on.fb.me/1effzhr) youtube (http://bit.ly/1cl2q2h),464.0,6.467121024686449e+17,es,bogotá,CABLENOTICIAS,CABLENOTICIAS,loúltimo: presidente de   renuncia por escándalo del diésel ,bogota,284673.0
482,Wed Sep 23 15:45:55 +0000 2015,solo noticias interesantes para profesionales de la #publicidad #socialmedia #marketing #blogs #marcapersonal #ecommerce y el #diseño,944.0,6.467121035631903e+17,es,españa (spain),I ♥ Publicidad,ilovepublicidad,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” vía ,,1076.0
483,Wed Sep 23 15:45:55 +0000 2015,los tweets con las #ultimas #noticias !,3545.0,6.467121054715986e+17,es,,Las Ultimas Noticias,nueva_noticia,eeuu dimite el presidente de   tras el escándalo de manipulación en eeuu: fráncfo (alema noticias,,5488.0
484,Wed Sep 23 15:45:59 +0000 2015,ingeniero civil | locutor | politologo | periodista | empresario | esposo de massiel y papá de carla | lions clubs member | gástronomo | ag4851@gmail.com,117.0,6.467121201223148e+17,es,republica dominicana,Carlos Manuel Perez,INCAMP2, ya se prohibieron la venta y circulación de los por el escándalo de violación a normas ambientales,,176.0
485,Wed Sep 23 15:45:59 +0000 2015,administrador de empresas  seguidor de jesucristo y orgulloso de mi familia  amante del futbol.,901.0,6.467121212128584e+17,es,colombia,Juan david martinez,juandam15,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” ,bogota,481.0
486,Wed Sep 23 15:46:00 +0000 2015,community manager & social media marketing,371.0,6.467121243795415e+17,es,asunción paraguay,Paraguaymarketing,Paraguaymktsoc,"primera víctima del escándalo de las emisiones: el ceo de   ""se quita de en medio"" - ",brasilia,143.0
487,Wed Sep 23 15:46:00 +0000 2015,marketing social estratégico para empresas y emprendedores. nos movemos al ritmo de las redes sociales.,24.0,6.467121261704643e+17,es,,TechnoMarketing,tmlatinoamerica,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio”: los ojos han esta ,,16.0
488,Wed Sep 23 15:46:01 +0000 2015,todo referente a la avenida 1ro. de mayo en naucalpan,22.0,6.467121288549908e+17,es,naucalpan,Avenida 1ro de Mayo,Av1roDeMayo,después del escándalo de   europa se pregunta sobre sus procedimientos de homologación ,mexico city,157.0
489,Wed Sep 23 15:46:03 +0000 2015,agencia community manager tarragona que ofrece servicios de gestión de redes sociales.tu agencia de ¡community manager tarragona!   #communitymanagertarragona,537.0,6.467121352134451e+17,es,tarragona,Community tarragona ,communitytgn,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” vía ,,507.0
490,Wed Sep 23 15:46:04 +0000 2015,simplemente  critico,347.0,6.467121422222582e+17,es,,Periodismo sin mas,negalyOpina,poada main winterkorn consejero delegado de   presenta su dimisión tras el escándalo de las emisio ,madrid,99.0
491,Wed Sep 23 15:46:06 +0000 2015,el subte me marea. prefiero ir caminando.,67.0,6.467121480899338e+17,es,,Carina Montero,carinafast,renunció el presidente de   tras el escándalo por emisiones de gases ,,119.0
492,Wed Sep 23 15:46:06 +0000 2015,,0.0,6.46712151101567e+17,es,,Todo Noticias España,24H_Actualidad,euronews   carga con la mayor permisividad y presencia del diésel en europa ,,228.0
493,Wed Sep 23 15:46:07 +0000 2015,donde hay poca justicia es un peligro tener razón.,1261.0,6.467121521375519e+17,es,,Juan J. Querellante,JuanJosBonilla,hasta el de la wv renuncia y aquí tenemos a un fiscal cómplice necesario de un lavador q no renuncia,central america,612.0
494,Wed Sep 23 15:46:08 +0000 2015,,30.0,6.467121592216453e+17,es,pachacamac  peru,Joel Pillaca Sulca,PillacaJoel,china   y el bce siguen en boca de todos a nivel global: los datos de china decepcionan ceo de   e ,,8.0
495,Wed Sep 23 15:46:09 +0000 2015,agencia y consultoría de #marketingonline  especializada en #growthhacking #seo #sem #socialmedia #web #apps,2823.0,6.467121630720164e+17,es,barcelona,All In Agency,AllInAgencyBCN,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” marketingdigital,,4572.0
496,Wed Sep 23 15:46:10 +0000 2015,walworldwide es la plataforma líder a nivel internacional en servicios de transporte terrestre  alquiler de coches con conductor.,246.0,6.467121658906583e+17,es,madrid,Wal World Wide,WalWorldWide,ultimas noticias del motor el consejero delegado de   presenta su dimisión ,athens,82.0
497,Wed Sep 23 15:46:10 +0000 2015,en conecta comunidad valenciana te conectamos con la actualidad de la comunidad a través de los principales medios. @teleamevalencia @teleameweb,311.0,6.467121664232694e+17,es,comunidad valenciana  españa,Conecta C.Valenciana,Conecta_va,dimite el presidente de   tras el escándalo de manipulación en ee uu ,,17.0
498,Wed Sep 23 15:46:10 +0000 2015,noticias del país vasco (euskal herria albisteak)  españa,1.0,6.467121682101658e+17,es,,Noticias País Vasco,euskadinoticia,el diario vasco - dimite el presidente de   tras el escándalo de manipulación en ee uu ,,97.0
499,Wed Sep 23 15:46:10 +0000 2015,#ceo y consultora de #marketingdigital en @klamacomunica. apasionada de la #comunicación y el #socialmedia para #pymes. escritora y soñadora a tiempo completo.,8916.0,6.467121682058404e+17,es,barcelona,Mónica Aparicio,monicaaparicioo,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” marketingdigital,greenland,9856.0
500,Wed Sep 23 15:46:11 +0000 2015,cuenta sobre información que contribuyan a la patria. envía tu mensaje directo y damos rt.,452.0,6.467121716956201e+17,es,monagas-venezuela,TrafficpatriaMonagas,TrafficpatriaMo,maturin monagas el director ejecutivo de   dimite en medio del escándalo por la manipulación de emision ,,499.0
501,Wed Sep 23 15:46:11 +0000 2015,cuenta fake de ignacio hernández. socialconservacrata. con las casis claros. ctxtdependiente. en la taberna de los fechos - http://t.co/yxpfbqmpyl,879.0,6.467121717165834e+17,es,madrid,Natxo Hernández,NTXO1,últimahora el consejero delegado de   presenta su dimisión tras el escándalo de las emisiones de co2 ,madrid,1215.0
502,Wed Sep 23 15:46:12 +0000 2015,periodismo dirigido a la polïtica internacional. blogger en redes sociales por @larsenguillermo http://www.miopinionlatina.net/,2599.0,6.467121751557693e+17,es,miami,OPINION LATINA,OPINIONLATINA,renunció el presidente de   tras el escándalo por emisiones de gases ,eastern time (us & canada),2249.0
503,Wed Sep 23 15:46:13 +0000 2015,¿qué piensan los venezolanos? ¿de qué hablan? conozca las tendencias del acontecer nacional en #análisissituacional  con #oscarschémel,1050.0,6.467121792411648e+17,es,venezuela,#AnálisisSituacional,ASituacional,noticias renuncia el presidente de   por escándalo ,,2937.0
504,Wed Sep 23 15:46:13 +0000 2015,gerente de #marketing en @imefi_tv consultor  conferencista  profesor universitario. conductor de @mercatotal,1002.0,6.467121806671176e+17,es,mexico,felixcortesh,felixcortesh,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” ,mexico city,1720.0
505,Wed Sep 23 15:46:14 +0000 2015,el punto de encuentro para los apasionados por el #marketing  #publicidad y #creatividad.,437.0,6.46712183884116e+17,es,,Mercadotecnia Total,mercatotal,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” ,mexico city,491.0
506,Wed Sep 23 15:46:17 +0000 2015,somos una agencia de comunicación estratégica en ibagué a la que le gusta hablar de #publicidad  #marketing y #comunicación.  http://facebook.com/oragencia,239.0,6.467121962908754e+17,es,ibagué - colombia,OR,OR_agencia,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” ,bogota,1217.0
507,Wed Sep 23 15:46:19 +0000 2015,las noticias de los principales medios nacionales e internacionales actualizada mediante rss al instante  solo en @noticiasrss_rd síguenos.....,47.0,6.467122041720996e+17,es,república dominicana,RSS NOTICIAS 1,Rss_Noticias1,rd el director ejecutivo de   dimite en medio del escándalo por la manipulación de… ,athens,2049.0
508,Wed Sep 23 15:46:19 +0000 2015,me encanta twitter porque puedo expresar mis ideas y compartir las de otros,510.0,6.467122064075694e+17,es,argentina,Celeste Gonzalez,hotceleste1,renunció el presidente de   tras el escándalo por emisiones de gases ,,303.0
509,Wed Sep 23 15:46:20 +0000 2015,economista  master en gerencia  doctorado en economía. blogger  escritor  comunicador  articulista,53178.0,6.467122103880458e+17,es,http://masgerencia.blogspot.co,Hola Riqueza Total,HolaRiqueza,el presidente de   dimite por el escándalo de los diésel finanzas empresas gerencia ética moral,caracas,56199.0
510,Wed Sep 23 15:46:22 +0000 2015,,147.0,6.467122162181489e+17,es,,MaduroenBatalla,MaduroenBatalla,monagas maturin el director ejecutivo de   dimite en medio del escándalo por la manipulación de emision ,,89.0
511,Wed Sep 23 15:46:24 +0000 2015,journalist freelance. writer. community manager. web designer.,154.0,6.467122246613074e+17,es,lorca,Antonio Fernandez,unaobviedad,main winterkorn ceo de   presenta su dimisión por el escándalo del engaño en las emisiones ,madrid,310.0
512,Wed Sep 23 15:46:26 +0000 2015,todo lo que pasa en el mundo  en un solo lugar :),212.0,6.467122318293402e+17,es,montevideo  uruguay,LasNoticiasDelMundo,mundonoticiasuy,escándalo: renuncia ceo de   - main winterkorn dijo que presenta su renuncia “como una manera de limpia ,buenos aires,178.0
513,Wed Sep 23 15:46:26 +0000 2015,acepto todo lo que me propongan. solo si estoy de acuerdo,299.0,6.467122340522025e+17,es,,Bia Condyex,Bia_Con,renunció el presidente de   tras el escándalo por emisiones de gases ,,130.0
514,Wed Sep 23 15:46:28 +0000 2015,llevamos a las manos de los líderes mexicanos la información que determina el rumbo del país.,205.0,6.467122435061883e+17,es,méxico,Sexenio,SexenioMX,cae la primera cabeza por el fraude de  gate ,mexico city,1817619.0
515,Wed Sep 23 15:46:29 +0000 2015,estrategias de marketing digital para potencializar el desarrollo de su empresa. diseño y desarrollo web. el mundo digital a un clic de distancia.,2001.0,6.467122473189376e+17,es,méxico,Luvmedia,LuvMediaDigital,luvmedia renuncia ceo de   - main winterkorn ceo de   renuncio esta mañana luego de que la  ,mexico city,1115.0
516,Wed Sep 23 15:46:30 +0000 2015,comunicólogo enmascarado  fan de la menta y la cocoa. #socialmedia manager en @grupomedios ¡no soy el conductor de @dondeirweb!,2908.0,6.467122492691579e+17,es,méxico city,Mauricio Nava,Maurymau,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio”: los ojos han esta ,central time (us & canada),4746.0
517,Wed Sep 23 15:46:31 +0000 2015,somos: creando-network  #agenciadepublicidad que tiene como objetivo ampliar tu red de trabajo  ofreciéndote recursos publicitarios.,96.0,6.467122549188444e+17,es,atizapán de zaragoza  méxico,• CreandoNet •,CreandoNet,visita: primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” por: ,mexico city,926.0
518,Wed Sep 23 15:46:31 +0000 2015,agenda chilena de inversiones y revisión de la actualidad económica.,8.0,6.467122546755748e+17,es,chile,Chile Invierte,ChileInvierte,presidente de   presentó su renuncia tras reconocer   ,santiago,6284.0
519,Wed Sep 23 15:46:32 +0000 2015,#madre #emprendedora  @laproximacata | staff de @thinksocialpro (uk) embajadora @hootsuitelatam #hootamb #maturin @hootsuitepro,2821.0,6.467122577332347e+17,es,maturín  monagas  venezuela,Yudith Machado,YudithMachado,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio”: los ojos han esta ,caracas,3370.0
520,Wed Sep 23 15:46:33 +0000 2015,cursos especialista universitario #socialmedia y #marketing de @uni_posgrado. #nicaragua ¡conviertase en un experto/a socialmedia! @bethsmagurcia @albertoab,1727.0,6.467122637227254e+17,es,nicaragua,UNI SocialMedia ,UNI_socialmedia,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio”: l unisocialmedia,central america,1069.0
521,Wed Sep 23 15:46:33 +0000 2015,cursos especialista universitario #socialmedia y #marketing de @uni_posgrado. #nicaragua ¡conviertase en un experto/a socialmedia! @bethsmagurcia @albertoab,1727.0,6.467122649474253e+17,es,nicaragua,UNI SocialMedia ,UNI_socialmedia,"primera víctima del escándalo de las emisiones: el ceo de   ""se quita de en medio"" - ",central america,1069.0
522,Wed Sep 23 15:46:34 +0000 2015,publicidad  mercadotecnia y social media. para ser creativo hay que dejar salir un poco de locura.,539.0,6.467122680469914e+17,es,venezuela,Emprendedores Web,sociolocamente,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio”: los ojos han esta ,hawaii,551.0
523,Wed Sep 23 15:46:35 +0000 2015,,42.0,6.467122706307523e+17,es,,Dynamo Branding,dynamobranding,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” ,,6.0
524,Wed Sep 23 15:46:36 +0000 2015,,267.0,6.46712274690945e+17,es,,Pedro Zambrano,Paz1311Pedro,el jefe de   dimite por el escándalo de las emisiones de gases vía ,,66.0
525,Wed Sep 23 15:46:36 +0000 2015,en http://www.antena3.com te ofrecemos todo el contenido de la cadena ¡a un click! también estamos en http://www.facebook.com/antena3,422.0,6.467122736801137e+17,es,madrid,antena 3,antena3com,dimite el presidente de   tras el escándalo de manipulación en eeuu ,madrid,941243.0
526,Wed Sep 23 15:46:36 +0000 2015,envasado al vacío desde 1984. abogado || locutor || actor || vlogger https://www.youtube.com/user/andr3lachotv instagram  vine  snapchat: andrelacho,933.0,6.467122759616922e+17,es,ciudad bolívar - venezuela,Andrés Flores,andrelacho,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio”: los ojos han esta ,caracas,2365.0
527,Wed Sep 23 15:46:37 +0000 2015,somos un equipo que trabaja para fortalecer marcas  creando estrategias innovadoras y efectivas en diferentes medios. telfs. 757-0236 / 467-3162 / 467-3161,181.0,6.467122800301834e+17,es,bogotá,Simön Seïn,SimonSein_Ltda,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” ,,84.0
528,Wed Sep 23 15:46:38 +0000 2015,twitter para todos la comunidad peruana de médicos que se respetan! siguenos,834.0,6.467122838764462e+17,es,,Médicoqueserespeta,MQSR_PERU,economía  : dimitió su presidente main winterkorn tras escándalo por manipulación de automóviles [vide ,eastern time (us & canada),356.0
529,Wed Sep 23 15:46:40 +0000 2015,especializados en el mercadeo digital con contenidos de calidad para potenciar tu empresa  emprendimiento  actividad profesional y/o comercial.,173.0,6.467122906165862e+17,es,chile.,MarkDigital,MercadeoDigit,mercadeodigit primera víctima del escándalo de las emisiones: el ceo de   “se  vía marketingdirect,santiago,133.0
530,Wed Sep 23 15:46:40 +0000 2015,,630.0,6.467122930702459e+17,es,,Gabo Mtz.,gabomtz7,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio”: los ojos han esta ,,91.0
531,Wed Sep 23 15:46:42 +0000 2015,entrepreneur  teacher  mentor  mother  friend #emailmarketing #internetofthings #retail #ecommerce #saas #beacons #sailing #trekking #running,2984.0,6.467122995086418e+17,es,barcelona,Isabel Sabadi,isabelsabadi,marketing primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” ,madrid,3226.0
532,Wed Sep 23 15:46:42 +0000 2015,publicista y mercadólogo. más de 15 años de experiencia. especialista en marketing para pymes  e-marketing  social media marketing  diseño web  branding  id. co,532.0,6.467123010310676e+17,es,www.rafaellora.com/blog,Rafael Lora-Silverio,rafaelloramark,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” ,atlantic time (canada),444.0
533,Wed Sep 23 15:46:43 +0000 2015,aries -anti conformista  te ríes de los que intentan reírse de ti y ridiculizarte  tú vas casi siempre por delante de ellos. y te encanta.,422.0,6.467123033420595e+17,es,puebla,EL GLOBALIZADO ,2iegolm,zass la netaque se lo ganó el presidente de ,mexico city,348.0
534,Wed Sep 23 15:46:43 +0000 2015,méxico transporta es una firma de consultoría orientada a trabajar áreas y proyectos de inversión  comercio exterior  energía  relaciones públicas.,484.0,6.467123059845407e+17,es,méxico ,México Transporta,mtransporta,ceo de   no pasa verificación con accionistas; renuncia ,eastern time (us & canada),220.0
535,Wed Sep 23 15:46:43 +0000 2015,captador de influencers para campañas publicitarias. si te he seguido  sígueme para tener más información en privado.,84.0,6.467123063075021e+17,es,,Influencers Hunter,influencersSP,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” ,pacific time (us & canada),138.0
536,Wed Sep 23 15:46:44 +0000 2015,publicista y mercadólogo. más de 15 años de experiencia. especialista en marketing para pymes  e-marketing  social media marketing  diseño web  branding  id. co,532.0,6.467123106025964e+17,es,www.rafaellora.com/blog,Rafael Lora-Silverio,rafaelloramark,primera víctima del escándalo de las emisiones: el ceo de   “se quita de en medio” ,atlantic time (canada),444.0
537,Wed Sep 23 15:46:45 +0000 2015,comunicador social de la uda  universidad del azuay cuenca . músico popular andino vientero zampoñas  rondador. artista artesano #apoyorc feliz por #8rc,1999.0,6.467123147213701e+17,es,,Vladimir Andrade Cor,Vladancor, brasil acusa a   de colaborar con dictadura militar,,1449.0
538,Wed Sep 23 15:46:46 +0000 2015,jefe de informacion de radio oro  member of metro radio  in argentina and w radio mex y ahora parte del mañanero con @brozoxmiswebs,1069.0,6.46712315518124e+17,es,mex.,Helisut Cordova,HelisutCordova,el ceo de   main winterkorn renunció hoy tras el fraude de la armadora que ocultó con software emisión de gases contaminantes,mountain time (us & canada),1453.0
539,Wed Sep 23 15:46:48 +0000 2015,primero en noticias.,7146.0,6.467123249219461e+17,es,colombia,Noticias Caracol,NoticiasCaracol,ampliación renuncia presidente de   tras escándalo con 11 millones de autos diesel ,bogota,5908080.0
540,Wed Sep 23 15:46:50 +0000 2015,estudiante de desarrollo de aplicaciones multiplataforma. deportista,161.0,6.467123332266394e+17,es,zaragoza  spain,David Suescun,davidsuescun96,se 'fuman' la versión de acceso del   passat alltrack para españa ,madrid,256.0
541,Wed Sep 23 15:46:51 +0000 2015,,267.0,6.467123389351035e+17,es,,Pedro Zambrano,Paz1311Pedro,un ingeniero de ee uu avisó hace un año del fraude de   vía ,,66.0
542,Wed Sep 23 15:46:52 +0000 2015,riojano  graduado en administración y dirección de empresas en la universidad de la rioja. maestro de la contradicción y experto de romper lo prohibido.,273.0,6.467123420094833e+17,es,logroño,Aitor Martínez ,AitorMartinezM,dimite el presidente de   tras el escándalo por la manipulación de las emisiones de motores diésel ,madrid,294.0
543,Wed Sep 23 15:46:53 +0000 2015,,1514.0,6.467123482674135e+17,es,,fernando ,fernando1836,lo de   es infame y llena de muchas dudas todo lo que los alemanes en sus productos prometen,eastern time (us & canada),825.0
544,Wed Sep 23 15:46:54 +0000 2015,noticias 24/7,130.0,6.467123505657897e+17,es,,Infórmate!,informatecl,renuncia el presidente de   por el es via  ,pacific time (us & canada),154.0
545,Wed Sep 23 15:46:56 +0000 2015,,80.0,6.467123574276547e+17,es,mexico,argel pacheco,Argelpacheco,cuántos más y el gobierno no hace nada ,pacific time (us & canada),82.0
